Wavelength,RH_S_P2,RH_DMSO_P2,LH_S_P3,LH_DMSO_P3,RH_P2,LH_P3
750.96,-0.121719141560516,-0.134124684376925,-0.106945258818567,-0.0969718592481995,0.0780976219986824,0.0818335316615983
751.41,-0.121962619678824,-0.13425108354433,-0.107957984626822,-0.0977599045703261,0.0819864784012195,0.0788472212307256
751.86,-0.122220237732105,-0.134394689174196,-0.108957985672007,-0.0985252317866833,0.0858726359500901,0.0757705830770669
752.31,-0.122488995249395,-0.134550446496225,-0.109949116482443,-0.099272265867785,0.089759615875262,0.0726195944010904
752.75,-0.122762101203433,-0.134713576608312,-0.110908948032616,-0.0999847374733149,0.0935609114630253,0.0694670636722312
753.2,-0.123051432599249,-0.13489043662978,-0.111880210848862,-0.100694660639284,0.0974490949244099,0.0661702317400849
753.65,-0.123350272318724,-0.135076242577287,-0.112839942057462,-0.101385169322212,0.101337412948932,0.0628006233273525
754.1,-0.123654623638618,-0.135264744235615,-0.113790705539265,-0.102060454869854,0.10523081493848,0.0593762714589111
754.55,-0.123970432413091,-0.135464473404625,-0.11472389837603,-0.102710541336199,0.109117819911042,0.0558633304535851
755,-0.124290334219481,-0.135664150320579,-0.115645627348555,-0.103344343621344,0.11300889211298,0.0522970515446448
755.44,-0.124616702714261,-0.135872925451895,-0.116524188882646,-0.103933269224224,0.116798806868508,0.048706172279529
755.89,-0.124953259048135,-0.136083515411062,-0.117409171258352,-0.104518181323026,0.120677457328203,0.0449814338330215
756.34,-0.125292095259059,-0.136289994594825,-0.118279142640242,-0.105084862604126,0.124558334040327,0.0412034209299132
756.79,-0.125639703573045,-0.136501044835271,-0.11912619815214,-0.105622059989498,0.128427398957727,0.037334706709286
757.24,-0.125991931991144,-0.136710218506683,-0.119952943797548,-0.106133989409142,0.132290302208418,0.033392427815057
757.68,-0.126340158639244,-0.136911596650925,-0.120740992268178,-0.106609293281894,0.136060660166487,0.0294653070332167
758.13,-0.126699518858765,-0.137113068601396,-0.121525571884028,-0.107068793376274,0.139909097458875,0.0253731261828955
758.58,-0.127058135252405,-0.137304581094406,-0.122291535463729,-0.107506715650644,0.143755947996483,0.0212215917078841
759.03,-0.12742195102696,-0.137493843912316,-0.123031435295705,-0.107910384353184,0.147586652102595,0.0169698121915951
759.48,-0.127786854151481,-0.137675472332131,-0.123748386726875,-0.1082850603783,0.151407331474708,0.0126344043444327
759.92,-0.128143985119804,-0.137844962228885,-0.124426874015555,-0.10862280059102,0.155132550282669,0.0083118463671009
760.37,-0.128508857506586,-0.138009462825112,-0.125097339241084,-0.108938392802432,0.158930666255216,0.00380284912292133
760.82,-0.128870087507855,-0.138161719421722,-0.125747412244207,-0.109229994470081,0.162721992150759,-0.0007776884172832
761.27,-0.129232563154915,-0.138307647987248,-0.126369159089476,-0.109483908477287,0.166493166123451,-0.00547356536970479
761.72,-0.129591052764016,-0.138441744132213,-0.126969692297051,-0.109713296107615,0.170255359747268,-0.010246162871312
762.16,-0.129944312921172,-0.138568392991072,-0.127524517447531,-0.109893795756441,0.173907639362004,-0.0150519862289725
762.61,-0.13030187239241,-0.138686883757999,-0.12807035286084,-0.110054529573948,0.177632546458546,-0.0200475272726577
763.06,-0.130656826437787,-0.138795938247483,-0.128594224063473,-0.11019133622342,0.181345322264775,-0.0251266203977187
763.51,-0.131013349648183,-0.1388994722956,-0.129087997453677,-0.110291125847089,0.185034741226814,-0.0303357940995355
763.95,-0.131362503941838,-0.138994809006385,-0.129545669125438,-0.110360379555491,0.188624094694811,-0.0355358427128925
764.4,-0.13172104753108,-0.139087487266883,-0.129988194764311,-0.110403269751077,0.192276147017095,-0.0409649017336354
764.85,-0.132081029817845,-0.139176292780852,-0.130409331830924,-0.110425647775536,0.195913517093078,-0.0464835733693144
765.3,-0.132445211507134,-0.139263231719166,-0.1308008816854,-0.110415240590933,0.199527394238617,-0.0521398779760634
765.75,-0.132812521094228,-0.139349208300945,-0.13117163659797,-0.110386233771866,0.20312712250373,-0.0578861943122968
766.19,-0.133176844864112,-0.139432854190646,-0.131501855202666,-0.11032181926706,0.206621714274143,-0.0636637244314572
766.64,-0.133553060938777,-0.139519633225992,-0.13181990262195,-0.11023938607238,0.210183494342327,-0.0696599055575765
767.09,-0.133933300140696,-0.139609223899737,-0.132118331716606,-0.110140153361919,0.213733262393768,-0.0757434173466634
