Wavelength,RH_R_P3,RH_DMSO_P3,LH_R_P1,LH_DMSO_P1,RH_P3,LH_P1
223.57,-0.202250314962318,-2.28089587134486,-0.126768153679116,-0.100496619376024,0.811098194196851,-1.22567614001353
224.05,-0.180787808147089,-2.28167635307009,-0.142790459907969,-0.115735236000999,0.77363107031749,-1.23105133072987
224.54,-0.155072815918178,-2.28421892941336,-0.159185831131882,-0.130833590837135,0.738755249598148,-1.23272261315903
225.02,-0.125605440711958,-2.28856510233335,-0.175177501525407,-0.144869743511366,0.708269887594714,-1.22965255308673
225.5,-0.0915068477941548,-2.29481646927111,-0.190921541841936,-0.157733344282303,0.681722758232239,-1.22091311115975
225.98,-0.0527460742831019,-2.3028934105347,-0.206126517821314,-0.168873477571639,0.659247174947777,-1.20561691377596
226.46,0.00227553563511243,-2.31470319862133,-0.229013863466281,-0.151407680389529,0.650968536688612,-1.15936137930502
226.94,0.0570573297308511,-2.32672573626832,-0.251552367360001,-0.132647253518891,0.645620307979676,-1.11042191531482
227.42,0.111299818357936,-2.33894989350601,-0.273680457309251,-0.112752910830209,0.643024311414465,-1.05913303041807
227.9,0.164775252545224,-2.35138367960735,-0.295386969609232,-0.0919309038424217,0.642986968255811,-1.0058505363355
228.38,0.217335768277757,-2.36404442888284,-0.316717925942859,-0.0704198555942453,0.645304313679718,-0.950914757439747
228.86,0.268870036999197,-2.37689577132403,-0.33757318457898,-0.0488859946750195,0.649495630467444,-0.894927454762909
229.34,0.319477187797874,-2.39006865320999,-0.358441227333706,-0.0267592412829864,0.655897212623808,-0.837529060341842
229.82,0.369119553978646,-2.40351730294089,-0.379256853046233,-0.00474204612749379,0.664038845476441,-0.779284709503743
230.3,0.417867605322469,-2.41721470447374,-0.400133636791494,0.016910930957488,0.673727105791953,-0.720373053744108
230.78,0.46581168995397,-2.43109390189618,-0.421174006400025,0.0379659640476505,0.684780531976453,-0.660914130647297
231.26,0.513054489244827,-2.44505258890804,-0.44245325727193,0.0582091197814276,0.697016552965891,-0.600985008420339
231.74,0.55985710691021,-2.45879474631344,-0.463824868911028,0.0772555655726994,0.709854280660573,-0.540690049792173
232.22,0.606079714769264,-2.4724903281141,-0.485648455236262,0.0953736356274729,0.723884100663156,-0.479901651831076
232.7,0.651974584027384,-2.48585596494405,-0.507679870205446,0.112205358315867,0.738563365021412,-0.41875368010206
233.18,0.697674618364852,-2.49877706713241,-0.529833954694026,0.127654658159515,0.753747838611546,-0.357311276483446
233.66,0.743324818810078,-2.5111731498671,-0.551999972020459,0.141638826809839,0.769317252581269,-0.295684265128974
234.15,0.790273088520951,-2.52299646652782,-0.574410884829861,0.15428741606391,0.785005591815838,-0.23262641702245
234.63,0.836563758719268,-2.53397070558741,-0.596174409943643,0.165108200283927,0.800540102623832,-0.170952362247139
235.11,0.883080890443014,-2.54465554176315,-0.617735519332305,0.17427584846181,0.816756044611133,-0.109780548312985
235.59,0.930257134050262,-2.55490254693182,-0.638941190305357,0.181684655793155,0.833127873632822,-0.0492348435997026
236.07,0.978283766633128,-2.56485206753111,-0.659785596049506,0.187276015578811,0.849656961359838,0.010438234686779
236.55,1.02731769230237,-2.57466099260512,-0.680310736543161,0.191011669305247,0.866371217012735,0.0690077260864238
237.03,1.07767230032336,-2.58422934126854,-0.700597028445761,0.193035999462083,0.882672363148792,0.126574520271487
237.51,1.12897273064907,-2.59415474156306,-0.72079134745649,0.19308983979272,0.899905524345356,0.182408675330928
237.99,1.1814198473671,-2.60425185050235,-0.740989407121524,0.191365395401261,0.917518308829652,0.236669687783533
238.47,1.23494671302752,-2.61453166894082,-0.761288934961358,0.187965128534015,0.935564736152184,0.289258218659612
238.95,1.28942717926235,-2.62495568074246,-0.781757089870419,0.183029876560697,0.954086965229115,0.340072375277348
239.43,1.34485270536392,-2.63532679686968,-0.802493607476837,0.177015871544042,0.972347177172335,0.389431533480898
239.91,1.40065251556237,-2.64579582962738,-0.823368321654592,0.169611687560969,0.991879160931256,0.436383358947116
240.39,1.45672162644912,-2.65606588789026,-0.844374689671343,0.161319962178653,1.01193788879004,0.481187891318643
240.87,1.51275186923231,-2.66597328316272,-0.865414419203836,0.152389887552162,1.03252596122679,0.523677452261833
241.34,1.56726555319861,-2.67516882495043,-0.885912456724655,0.143252426934525,1.05320521087094,0.562847272340822
241.82,1.6222915731054,-2.68391411367773,-0.906571111080892,0.133719143650063,1.07488118821207,0.60013180955247
242.3,1.67641055521304,-2.69192124324892,-0.926756417787787,0.124145364494987,1.0971533157614,0.634408292570134
242.78,1.72942291889812,-2.69914049605048,-0.946262972966625,0.114644200373838,1.12006173347687,0.66540038304716
243.26,1.78118520766995,-2.70555045608178,-0.964896250243667,0.105289637118067,1.14366276242941,0.692852882121563
243.74,1.83181678457461,-2.71131764392733,-0.982805968813916,0.0965143854667681,1.16725406298902,0.717346514253598
244.22,1.88084554495411,-2.71617067119307,-0.999223172181919,0.0875777101592853,1.19252448951254,0.737229514662521
244.7,1.92846399518141,-2.72026936491488,-1.01430502573468,0.0788756446986973,1.2187757115376,0.753193528921954
245.18,1.97469263509707,-2.72362873492451,-1.02792909997991,0.0704125584647951,1.2461143911436,0.765248246080378
245.66,2.01978892154369,-2.72651366449267,-1.0404004620214,0.0626201642060221,1.27397486476824,0.774321352835065
246.14,2.063389636079,-2.72839672116368,-1.05078782692434,0.0546658188907031,1.30378248242464,0.778773180267172
246.62,2.10576488808933,-2.72947218357522,-1.05937375432701,0.0470196870667392,1.33487302745706,0.779594202719451
247.1,2.14717631910483,-2.73002433474923,-1.06653046808877,0.0401853266166074,1.36673159790819,0.777823546286957
247.58,2.18716918686148,-2.72933067790143,-1.07116857740754,0.0334310022000105,1.40038790506462,0.771889484519849
248.06,2.22590795155379,-2.72766879054023,-1.07363636932636,0.0273297980396989,1.43519550581042,0.762852359802145
248.54,2.26329384854844,-2.72501965487443,-1.07383267881882,0.0220328632346369,1.4710431573772,0.750879474830274
249.02,2.29949066525587,-2.72180707190182,-1.07226842738829,0.018062970434987,1.50753574457972,0.736961512226156
249.5,2.33378878401102,-2.71723055537094,-1.06775300748646,0.0147426886327789,1.54507703614856,0.719503022911098
249.98,2.36630446908964,-2.71174110634016,-1.06086880306073,0.012526470326044,1.58318345974291,0.699440544960068
250.46,2.39687302143806,-2.70540718293961,-1.05168921177961,0.0114289759647104,1.62169689004106,0.676832441542331
250.93,2.4247655419013,-2.69846618676644,-1.0406010670162,0.0114022585210257,1.65967938320538,0.652273125960673
251.41,2.45102266509674,-2.69070547558261,-1.02730552715144,0.0123508887099482,1.69865624857786,0.624760104769039
251.89,2.4748946440137,-2.68233978887635,-1.01223325365854,0.0141303606650536,1.73775234049338,0.594828861624611
252.37,2.49671248917427,-2.67386883590986,-0.996188782198436,0.0168732853083986,1.77712578797826,0.563325299486763
252.85,2.51548823539511,-2.66442750886337,-0.978276072556255,0.0196790468967685,1.81634177492552,0.528741403993722
253.33,2.53156609505317,-2.65445006753688,-0.959320323091636,0.0226359080239583,1.85550825362654,0.491986369225486
253.81,2.54488430194744,-2.64388975338528,-0.939536688855059,0.0254921406212486,1.89458793591915,0.453182776447704
254.29,2.55596022511468,-2.63309696530331,-0.919569385449,0.0283253754933628,1.93404257422985,0.41318255456543
254.77,2.56366011913979,-2.62111748370132,-0.898572150255539,0.0302579441910883,1.97294133741406,0.370534424636653
255.25,2.5684718797323,-2.60829150533702,-0.877101126879434,0.0313971334785321,2.01166848065795,0.326002940105923
255.73,2.57098491809456,-2.59495020248926,-0.85557299373487,0.0318459212579026,2.05083756516265,0.28027245421183
